Average wind speed (m/s);Average tip deflection out-of-plane (m);Average tip deflection in-plane (m);Input turbulence intensity (%);Input alpha
7.0729;2.74671;-0.283246;32.18;0.1
7.96497;3.44921;-0.364482;8.5;-0.36
9.69602;4.33418;-0.473419;23.99;0.04
15.4647;2.42349;-0.357515;42.57;-0.27
18.2996;1.70287;-0.296752;27.95;0.33
10.397;4.88199;-0.544265;15.06;-0.25
6.36395;2.296;-0.226863;24.19;0.33
14.6705;2.93635;-0.412791;18.16;0.25
17.8852;1.77708;-0.301968;26.5;-0.27
6.56153;2.42013;-0.241555;21.25;0.22
23.8595;0.52334;-0.149991;43.42;0.05
23.2062;0.60537;-0.165087;19.35;-0.37
11.9252;3.68738;-0.478372;34.76;-0.47
14.9823;2.7092;-0.394182;31.09;-0.36
18.3421;1.69203;-0.292418;40.97;-0.14
20.7125;1.1923;-0.23382;25.46;-0.24
18.942;1.63586;-0.28184;9.84;-0.17
13.3844;3.43912;-0.446717;31.82;0.24
8.73464;3.63771;-0.387184;21.13;0.38
11.9847;4.24246;-0.512697;18.39;0.08
15.8837;2.46954;-0.365331;32.66;0.12
22.8965;0.621681;-0.168046;19.45;0.43
13.9514;3.34369;-0.445463;15.99;0.07
22.1535;0.805583;-0.195482;40.86;0.17
3.04421;0.956134;-0.0715719;16.12;0.47
24.8967;0.416784;-0.126517;23.49;0.25
4.29501;1.3953;-0.118291;12.93;0.38
24.4577;0.440545;-0.134648;39.71;-0.02
20.4645;1.2223;-0.223366;43.08;-0.18
15.634;2.3189;-0.366278;9.43;-0.4
13.1459;3.69814;-0.478969;7.63;0.02
12.0105;3.7401;-0.462514;31.55;0.45
22.2357;0.709557;-0.184946;35.51;0.38
13.6216;3.28363;-0.44683;10.06;-0.2
15.6701;2.53043;-0.375721;32.13;0.19
9.98085;3.86856;-0.441999;35.55;0.38
12.1395;4.2074;-0.514635;19.93;0.29
10.8554;4.63438;-0.544921;14.58;-0.39
12.4768;3.90167;-0.498679;6.01;-0.21
16.342;2.07431;-0.341381;23.32;-0.44
6.95079;2.66506;-0.270517;25.22;-0.1
12.2943;4.03777;-0.499972;23.32;0.14
8.97639;3.78718;-0.415011;36.03;0.06
7.18513;2.7133;-0.280349;24.47;0.44
10.4757;4.31499;-0.494998;25.91;-0.22
6.24884;2.2296;-0.217109;15.05;0.26
9.00988;3.85384;-0.410851;14.82;0.27
4.5717;1.56751;-0.140227;29.93;-0.09
24.8157;0.347467;-0.133169;37.84;-0.27
14.6856;2.74841;-0.401601;13.89;-0.31
16.7972;2.07678;-0.331451;42.61;0.03
6.87203;2.58017;-0.259863;14.94;0.03
15.0515;2.66074;-0.382808;31.2;0.34
20.6344;1.16925;-0.234052;5.89;-0.33
4.47822;1.56971;-0.140559;42.76;-0.22
20.7208;1.10895;-0.227537;25.81;0.29
9.0169;4.0101;-0.42418;8.7;-0.08
4.34373;1.42568;-0.120915;16.24;0.08
10.2402;4.92969;-0.534778;8.84;-0.11
8.54231;3.66857;-0.390157;26.78;0
14.5262;2.97785;-0.410147;30.25;-0.03
7.07523;2.80052;-0.291289;39.59;0.01
20.6844;1.25835;-0.236864;19.18;0.09
9.02704;3.6854;-0.409112;41.08;0.26
23.2832;0.774137;-0.172525;18.62;-0.11
21.0613;1.18056;-0.230864;29.93;-0.02
4.04016;1.29727;-0.109123;20.39;0.37
13.4137;3.43433;-0.455673;28.71;-0.06
11.0782;4.16367;-0.489722;30.82;0.46
9.62726;4.27655;-0.460873;11.31;0.42
13.066;3.63405;-0.471746;23.01;0.37
17.7207;1.70845;-0.306019;30.71;-0.42
18.7742;1.57548;-0.27982;35.45;0.3
15.9121;2.37885;-0.353523;29.06;0.03
11.752;3.77485;-0.472499;34.92;-0.31
22.2218;0.753594;-0.188371;33;-0.33
11.4806;4.27881;-0.508909;23.69;0.35
4.53903;1.49612;-0.132503;35.32;0.37
3.74161;1.28317;-0.106714;29.23;-0.21
6.2764;2.27138;-0.220894;13.95;0
20.2734;1.27849;-0.242711;23.98;0.09
17.4741;1.93519;-0.319497;12.68;0.36
14.5707;2.82053;-0.404133;30.85;-0.36
6.94499;2.77584;-0.286695;13.29;-0.35
9.67051;3.76117;-0.441268;44.55;-0.38
16.9145;1.84627;-0.30244;39.77;0.47
4.47885;1.51057;-0.136031;31.99;0.5
14.8052;2.88907;-0.409063;13.17;0.23
5.27518;1.9016;-0.177345;11.07;-0.31
17.8437;1.86021;-0.298852;41.28;-0.05
15.2674;2.65177;-0.389307;18.84;0.42
17.0704;2.07188;-0.324851;26.4;0.27
24.2099;0.56908;-0.148513;22.92;0.03
5.22474;1.82091;-0.17145;30.61;0.24
12.5345;3.94156;-0.500034;24.82;-0.21
9.43341;4.12713;-0.443839;20.26;0.14
9.65524;4.49959;-0.483255;14.2;-0.12
20.2763;1.03086;-0.226329;31.98;0.49
13.3471;3.12644;-0.430971;42.99;-0.49
15.7455;2.4848;-0.362233;36.83;0.08
15.5499;2.29006;-0.344505;44.88;0.38
22.9468;0.752308;-0.176092;26.5;0.17
13.5546;2.86541;-0.39122;40.03;0.06
10.3373;3.93904;-0.454316;38.3;0.21
5.18098;1.73708;-0.157147;6.13;0.32
17.2827;1.9762;-0.324733;7.83;-0.28
3.96215;1.28565;-0.109798;25.17;0.48
4.53539;1.54764;-0.138245;37.87;-0.01
19.1152;1.52825;-0.278894;35.18;-0.18
3.40806;1.07753;-0.0849659;12.01;0.41
14.7128;2.91317;-0.410627;16.75;-0.09
12.9592;3.1352;-0.429038;44.29;-0.48
23.0533;0.750107;-0.178048;18.44;-0.25
7.676;3.05674;-0.316149;19.99;0.03
13.4375;3.05061;-0.405551;37.77;-0.05
5.50253;2.06906;-0.201204;29.76;-0.4
7.96081;3.20835;-0.334082;22.2;0.2
24.8587;0.449436;-0.132964;11.52;-0.29
18.86;1.56728;-0.279879;9.61;0.35
5.55779;1.98665;-0.188673;20.8;-0.01
23.6165;0.593233;-0.158721;28.69;-0.13
12.9314;3.12101;-0.407604;42.95;0.22
12.6064;3.55637;-0.451777;36.1;0.16
22.4705;0.785074;-0.182953;27.49;0.12
5.26768;1.81791;-0.167934;21.27;0.13
12.4107;4.13232;-0.503708;19.76;0.15
13.9942;3.09872;-0.415969;43.48;0.08
7.07132;2.9416;-0.308275;16.04;-0.48
5.09983;1.8489;-0.173735;30.16;-0.28
10.5828;4.20643;-0.503643;24.5;-0.49
24.2455;0.453777;-0.142103;33.54;0.2
19.0506;1.2043;-0.263138;34.57;-0.5
18.0044;1.65219;-0.30057;41.8;0.16
17.4005;2.04921;-0.326383;11.16;0.14
13.3855;3.46611;-0.454299;30.53;0.09
5.45779;1.88193;-0.177083;23.1;0.21
23.7043;0.655816;-0.157492;25.34;0.01
18.1298;1.78491;-0.303452;27.96;-0.17
14.8764;2.8518;-0.405525;18.82;0.04
21.291;1.12285;-0.217777;20.24;-0.05
22.248;0.805385;-0.193578;33.05;0.35
13.1957;3.62899;-0.474222;19.51;0.37
17.3782;1.86613;-0.318948;14.2;0.46
7.94176;3.20967;-0.335306;17.96;0.15
20.5901;1.15481;-0.233688;14.97;-0.32
19.6339;1.26747;-0.251999;7.13;0.47
5.22337;1.82702;-0.171818;30.35;0.16
9.9217;3.99918;-0.448648;30.31;0.31
9.6389;4.35768;-0.46981;20.24;0.17
24.6319;0.491217;-0.134303;11.86;0.2
23.8644;0.460706;-0.151649;39.36;-0.38
13.6689;3.14562;-0.431432;26.92;-0.34
22.2334;0.770248;-0.19288;24.81;-0.33
14.8772;2.61025;-0.390417;30.66;-0.36
16.542;2.09916;-0.340863;13.49;-0.35
10.8563;4.86591;-0.543409;12.25;0.19
23.5418;0.605273;-0.163428;27.78;0.26
5.36744;1.87407;-0.178773;40.45;0.12
8.83857;3.73748;-0.396843;19.85;0.28
10.566;4.43245;-0.502124;25.82;-0.06
17.0339;2.0369;-0.330634;41.34;-0.19
22.8955;0.763532;-0.176551;30.71;-0.07
24.1989;0.394272;-0.137877;44.48;0.14
24.8467;0.401883;-0.126959;15.17;0.25
18.7793;1.6143;-0.284334;15.59;0.32
16.2877;2.32965;-0.356659;11.65;0.25
4.95553;1.72613;-0.160341;43.24;0.18
14.3267;2.78836;-0.395057;43.72;-0.13
8.96449;3.69122;-0.408515;42.1;0.45
9.87784;3.98038;-0.467733;38.48;-0.47
19.2092;1.4084;-0.263042;33.41;0.39
23.2679;0.683128;-0.169365;10.7;-0.32
18.2663;1.69776;-0.294227;12.93;-0.27
3.25393;1.04592;-0.0821437;20.03;0.19
16.367;2.11492;-0.33165;41.65;0.29
12.5446;3.88731;-0.489553;26.84;0.01
12.1926;2.94414;-0.379339;41.89;0.46
21.5679;0.862748;-0.20437;39.13;0.43
6.584;2.44508;-0.246964;38.97;0.18
14.134;3.12815;-0.427689;21.78;-0.15
7.13319;2.84096;-0.293694;17.23;-0.27
17.2354;1.9759;-0.324694;7.33;-0.29
21.8881;0.945761;-0.199081;43.19;0.06
22.1738;0.912629;-0.20038;32.17;-0.12
13.0486;2.92032;-0.398493;44.88;-0.33
14.9296;2.60258;-0.385984;34.27;-0.43
25.3781;0.336443;-0.110082;42.39;0.26
16.1416;2.32935;-0.359252;20.76;0.35
24.192;0.309164;-0.1412;26.78;0.49
17.1987;2.09005;-0.332357;8.89;0.24
12.7408;3.48633;-0.445796;43.8;0.09
8.02261;3.32271;-0.348203;28.29;0.07
10.9257;4.59094;-0.522567;18.71;-0.02
6.84777;2.62953;-0.266133;9.35;-0.19
13.6746;3.22906;-0.431422;37.32;0.21
17.9345;1.54173;-0.295601;14.03;-0.5
5.28494;2.05202;-0.200843;33.6;-0.48
20.3538;1.34163;-0.254025;29.06;-0.1
6.91355;2.53898;-0.259013;17.41;0.41
17.8773;1.65226;-0.297377;41.3;-0.34
12.0006;3.99458;-0.509816;8.31;-0.39
19.1528;1.49095;-0.271342;16.43;0.32
5.1979;1.84148;-0.169845;17.5;-0.21
14.2495;3.11344;-0.428321;16;-0.15
7.56386;2.948;-0.311243;38.22;0.45
22.9561;0.658668;-0.176269;34.72;-0.24
23.1485;0.452581;-0.163681;36.18;-0.5
5.91436;2.07058;-0.196967;12.07;0.2
20.8767;0.940989;-0.21668;20.08;0.47
23.9062;0.597995;-0.154765;24.28;-0.13
18.8484;1.37416;-0.272487;8.85;-0.47
6.16621;2.21243;-0.218391;34.3;0.2
22.5893;0.702785;-0.176178;8.96;0.4
3.56425;1.19349;-0.0983345;33.34;-0.19
13.6871;2.93227;-0.41196;36.9;-0.32
15.4306;2.58988;-0.383372;10.23;-0.2
24.8346;0.215103;-0.131356;19.63;-0.5
15.0407;2.65383;-0.381316;30.44;0.36
21.7924;0.851824;-0.200862;25.78;-0.34
16.4135;2.38238;-0.36095;26;0.15
22.5126;0.770014;-0.183881;44.23;-0.29
11.384;4.59603;-0.543522;13.95;-0.27
12.6729;3.48699;-0.445871;33.67;0.36
19.7049;1.35892;-0.25474;12.2;0.33
7.19721;2.76708;-0.286209;32.69;0.36
11.349;3.85449;-0.458309;35.1;0.1
21.0494;1.0012;-0.216656;42.95;-0.27
11.5541;4.54911;-0.547096;8.93;-0.26
8.30273;3.4278;-0.371025;44.6;0.29
4.83148;1.62354;-0.148895;40.79;0.34
19.1278;1.49359;-0.269152;38.87;-0.01
19.5085;1.46945;-0.261891;37.57;0.13
5.31777;1.85887;-0.171126;15.6;-0.08
24.1809;0.628204;-0.151805;12.36;0.11
13.1652;3.24089;-0.425022;36.57;-0.06
10.024;4.46213;-0.49359;16;-0.16
7.1756;2.73818;-0.279809;21.8;0.16
5.19455;1.86095;-0.176766;40.46;-0.02
12.6802;3.72304;-0.470766;31.02;-0.06
4.67066;1.57697;-0.140423;26.66;0.27
5.39459;1.85773;-0.170734;5.44;0.03
16.8624;2.20776;-0.342795;6.53;0.15
16.5568;2.28958;-0.350717;16.23;0.05
13.4849;3.11274;-0.424966;41.11;-0.22
20.5164;1.28379;-0.238438;11.4;0.13
3.80732;1.28113;-0.104758;15.28;-0.23
19.1275;1.5505;-0.277205;22.03;0.25
7.72578;3.06018;-0.31745;16.73;0.1
5.96209;2.26459;-0.223575;22.86;-0.3
17.428;2.04999;-0.32507;27.92;0.14
16.8776;2.21229;-0.336781;31.14;0.05
18.6859;1.58839;-0.28363;37;-0.12
5.60837;1.92181;-0.184375;28.6;0.49
41.5444;4.80418;-0.414715;36.73;-0.19
4.57214;1.66523;-0.152768;31.85;-0.42
12.2413;4.28006;-0.524035;14.02;0.25
15.298;2.48601;-0.376394;25.07;0.45
14.5836;2.94833;-0.412935;27.07;-0.19
18.248;1.80709;-0.305149;34.95;-0.02
8.17213;3.29429;-0.350738;30.01;0.48
3.49952;1.16881;-0.0927738;7.07;-0.3
14.4375;2.9841;-0.402489;40.13;0.04
12.8958;3.71604;-0.481983;6.1;-0.15
22.1237;0.924189;-0.197348;21.45;0.16
10.9005;4.16046;-0.498439;44.75;-0.29
17.3764;1.84335;-0.315927;5.92;0.49
20.013;1.33927;-0.251642;17.28;0.22
18.725;1.47203;-0.271889;42.3;-0.13
11.5924;3.91252;-0.480395;39.34;-0.29
21.5133;0.824655;-0.206921;31.5;-0.39
8.90513;3.52498;-0.387925;35.75;0.11
23.9109;0.460498;-0.149231;41.55;-0.35
16.263;2.40434;-0.35751;35.6;0.09
20.3123;1.18159;-0.240088;9.5;-0.37
8.44196;3.93707;-0.427359;24.73;-0.48
9.7143;3.41791;-0.395228;43.62;0.36
20.9981;0.763975;-0.207217;42.51;-0.41
6.89707;2.53148;-0.256734;13.45;0.39
16.8687;2.12128;-0.335368;27.53;-0.03
12.83;3.41097;-0.43933;31.71;-0.21
20.0246;1.34878;-0.251374;25.92;-0.19
7.50682;3.03224;-0.315139;9.26;-0.22
6.66703;2.56413;-0.258022;14.04;-0.24
21.5651;1.03734;-0.209956;23.45;-0.08
13.6804;3.30969;-0.446346;13.73;-0.17
15.1928;2.63975;-0.376724;33.16;0.24
14.6367;2.9671;-0.416132;12.13;0.18
8.97853;4.11829;-0.452296;26.56;-0.39
13.1341;3.74842;-0.480894;15.78;0.13
24.2436;0.530082;-0.145076;17.17;-0.28
18.5541;1.58402;-0.285677;15.68;-0.34
19.2571;1.27021;-0.262702;14.79;-0.48
16.3428;2.33804;-0.356097;15.06;-0.13
15.8168;2.4869;-0.37097;28.34;0.07
18.2934;1.69562;-0.294127;12.77;-0.29
18.4059;1.54656;-0.287069;6.02;-0.42
24.7678;0.356022;-0.137444;37.01;-0.11
18.0782;1.6554;-0.296396;16.74;-0.37
14.2506;2.79443;-0.410302;16.5;-0.42
15.4545;2.44442;-0.372179;28.48;-0.28
6.07025;2.18062;-0.216422;28.88;0.46
4.97954;1.76105;-0.163611;33.67;-0.12
3.41489;1.09114;-0.0861039;27.86;0.44
17.5852;1.99847;-0.320647;5.45;-0.11
20.4803;1.28536;-0.240364;10.07;0.18
11.7381;4.25537;-0.510437;14.79;0.39
7.87797;3.39557;-0.361577;32.96;-0.29
14.6374;2.71868;-0.392799;37.09;0.26
14.4909;2.71805;-0.394043;42.34;-0.31
3.4607;1.19705;-0.0981265;17.44;-0.42
21.4297;1.0847;-0.216659;6.84;-0.23
6.7243;2.71965;-0.280517;16.67;-0.44
22.7331;0.508743;-0.169291;38.51;0.44
13.8863;3.28653;-0.443901;7.33;-0.01
13.6565;3.40572;-0.452285;15.94;0.26
18.9926;1.61761;-0.280062;28.91;0.15
18.9997;1.59504;-0.277285;13.31;-0.18
5.2337;1.88015;-0.179931;44.68;0.18
22.7448;0.715284;-0.172911;35.54;-0.12
19.8392;1.33684;-0.25429;22.04;-0.27
24.2795;0.542286;-0.150734;38.62;0.07
21.769;0.99054;-0.206334;16.45;0.23
15.8335;2.03551;-0.312427;44.02;-0.27
23.68;0.564638;-0.152196;27.66;-0.1
23.587;0.539188;-0.152202;34.33;0.43
6.79788;2.55485;-0.260994;33.66;0.39
20.971;1.09597;-0.22972;33.29;0.02
24.5258;0.428457;-0.136183;16.58;-0.32
10.4625;4.58369;-0.509959;17.04;0.01
14.3014;3.09818;-0.423901;24.64;-0.18
7.88734;3.13579;-0.33214;30.2;0.4
7.38616;2.96925;-0.309356;20.31;-0.19
18.1805;1.84023;-0.303148;20.19;-0.06
13.8537;3.13102;-0.417663;38.16;0.11
3.05914;0.962169;-0.0718127;13.54;0.34
24.531;0.580508;-0.146172;40.74;0.04
23.7794;0.594189;-0.155299;26.43;-0.05
20.4365;1.17433;-0.237592;32.15;-0.15
23.8196;0.615485;-0.153723;13.85;0.19
17.633;1.99857;-0.319475;8.3;0.03
9.73799;4.18534;-0.463543;32.71;0
6.99999;2.6449;-0.274816;40.28;0.42
3.30733;1.0686;-0.0854736;29.4;0.1
10.0813;4.30237;-0.476551;14.91;0.39
11.0042;4.16001;-0.501474;27.9;-0.37
3.73232;1.23937;-0.102806;44.96;0.03
15.8347;2.24093;-0.346591;44.73;-0.26
7.4819;3.03708;-0.315785;27.25;-0.2
11.0997;3.74514;-0.451549;38.82;0.03
24.7582;0.374438;-0.134221;42.76;0.05
20.8108;1.19796;-0.232256;25.13;-0.1
8.79317;3.85338;-0.409763;22.03;-0.11
6.46893;2.33742;-0.236336;43.86;0.23
23.5315;0.57038;-0.156458;18.21;0.35
17.5143;1.97896;-0.316146;41.48;-0.01
19.4071;1.52446;-0.268043;13.33;0.12
24.2301;0.355979;-0.132773;20.8;0.38
17.9129;1.87638;-0.309509;32.47;0.12
8.44243;3.49123;-0.368351;24.15;0.22
19.8136;1.4049;-0.25789;28.65;0.17
15.5293;2.5044;-0.378204;16.6;0.39
8.02651;3.15172;-0.333515;10.23;0.47
22.3374;0.625877;-0.174841;17.96;0.48
7.96231;3.5722;-0.385293;30.3;-0.46
3.16367;1.05296;-0.0821931;8.12;-0.32
17.0248;2.14943;-0.337049;7.18;0.17
10.8928;3.80377;-0.456953;44.26;-0.16
18.9086;1.4984;-0.274344;17.55;0.41
5.63245;1.97034;-0.188803;23.02;0.45
5.18381;1.81332;-0.167745;29.34;0.22
17.1929;1.7361;-0.314254;19.6;-0.47
10.3912;4.77636;-0.521407;9.2;0.2
3.35291;1.15144;-0.0918701;23.26;-0.43
17.7526;1.69895;-0.303127;39.12;-0.37
20.9362;1.2188;-0.229988;11.95;-0.05
11.4724;4.16594;-0.49898;28.31;-0.24
18.192;1.85757;-0.304775;8.03;0.02
18.3683;1.57153;-0.286839;30.56;0.38
4.0695;1.34927;-0.116541;35.14;0.45
14.4581;2.81665;-0.404092;28.68;-0.27
3.10848;1.01959;-0.0772447;9.2;-0.17
5.6417;1.96972;-0.186061;22.09;0.03
13.3779;3.58913;-0.46936;16.46;0.23
4.77391;1.59071;-0.1412;14.89;0.1
22.7592;0.678991;-0.176734;25.9;0.31
15.4502;2.60914;-0.385715;18.52;0.19
24.991;0.502758;-0.13108;14.34;0
13.8302;3.36481;-0.449866;17.73;0.22
21.9671;0.861984;-0.198362;29.36;-0.23
12.0143;4.0664;-0.496984;22.05;0.35
21.6674;1.03687;-0.212935;22.63;0.16
3.45179;1.10614;-0.0880071;28.86;0.48
17.1583;2.10382;-0.333552;19.88;0.06
23.3583;0.772061;-0.172521;19.27;0.1
19.7177;1.23318;-0.241242;42.5;0.26
23.0551;0.518948;-0.163156;21.94;0.45
4.01763;1.3057;-0.111125;29.1;0.41
7.22242;2.86964;-0.298389;44.36;0.26
18.4982;1.62284;-0.294345;40.24;0.43
4.96414;1.67731;-0.150011;11.64;0.07
16.5898;2.14308;-0.343474;9.32;-0.3
18.345;1.64816;-0.288833;43.36;-0.19
9.67457;4.10877;-0.455992;26.14;-0.1
24.8107;0.480376;-0.130117;7.54;0.2
5.67187;2.08369;-0.201685;32.25;-0.1
21.6492;1.03351;-0.209313;14.44;0.16
13.1422;3.21581;-0.431406;35.35;-0.26
19.1499;1.56899;-0.274781;7.99;-0.2
13.1443;3.74057;-0.480179;12.94;0.1
19.377;1.5724;-0.271719;8.23;-0.02
22.4105;0.784543;-0.192958;40.24;-0.15
5.75835;2.11005;-0.204229;30.36;-0.18
4.50212;1.50759;-0.130748;17.12;-0.05
9.98402;4.18158;-0.486386;35.73;-0.5
7.58571;3.05737;-0.318539;31.13;-0.03
16.5617;2.236;-0.348663;6.08;0.29
3.76148;1.28442;-0.105201;12.4;-0.32
20.6211;1.16252;-0.234831;28.98;-0.31
23.9853;0.449577;-0.14379;31.52;-0.28
19.1843;1.41325;-0.263752;39.77;0.27
6.93955;2.86332;-0.298509;11.96;-0.48
7.14292;2.92393;-0.30507;37.75;-0.31
22.8344;0.759729;-0.177253;9.96;0.29
25.2983;0.354233;-0.12025;27.17;-0.05
3.6634;1.30168;-0.110336;21.39;-0.49
14.0274;2.91854;-0.419902;31.85;-0.45
20.1308;1.35528;-0.248683;6.16;0.2
8.94636;3.78862;-0.40261;14.74;0.36
23.7928;0.400713;-0.161738;27.07;-0.49
17.5613;1.85175;-0.314545;21.88;0.4
17.7593;1.87644;-0.314535;26.95;0.23
4.03279;1.3078;-0.111511;27.86;0.43
23.9863;0.574044;-0.153474;12.24;-0.31
17.7217;1.95552;-0.317157;17.51;0
8.69871;3.9828;-0.424679;14.34;-0.34
12.7612;3.81467;-0.474988;27.19;0.21
5.133;1.83182;-0.173371;40.9;-0.06
18.1937;1.8043;-0.29576;35.98;0.26
5.75646;2.26448;-0.226099;38.07;-0.49
22.981;0.682267;-0.173092;27.69;-0.24
19.0549;1.62775;-0.278527;14.21;0
9.25098;4.15255;-0.45558;24.47;-0.3
15.929;2.28217;-0.355418;38.06;-0.37
12.0946;3.70721;-0.468742;34.4;-0.31
5.66082;2.22053;-0.221865;35.54;-0.48
5.52696;1.95981;-0.187694;36.53;0.06
4.5185;1.61264;-0.144266;14.41;-0.39
4.24394;1.47642;-0.129486;41.6;0.06
18.8757;1.30054;-0.269718;31.07;-0.45
18.0233;1.84517;-0.306262;8.58;-0.18
22.846;0.867833;-0.180177;7.31;-0.03
11.7758;4.26833;-0.51017;18.6;0.15
16.3346;2.1007;-0.343347;24.1;-0.4
10.7414;5.27679;-0.596975;7.68;-0.31
4.25178;1.37551;-0.116192;9.9;0.32
6.65382;2.57275;-0.259038;6.77;-0.28
4.26565;1.44555;-0.127084;38.37;0.05
7.58197;3.14652;-0.332725;41.63;-0.14
22.1131;0.869436;-0.194499;12.28;0.33
8.57381;3.56815;-0.388965;39.57;-0.13
12.5629;3.99604;-0.506882;5.38;0.38
20.4886;1.21439;-0.238263;8.6;-0.3
24.7167;0.398469;-0.134282;30.18;-0.23
19.1965;1.5538;-0.272733;14.05;0.18
13.3146;3.45639;-0.448762;32.61;0.06
3.68026;1.216;-0.101392;34.53;0.4
22.7573;0.66831;-0.173923;16.41;0.4
11.8478;3.58535;-0.456053;44.88;-0.45
16.0896;2.46329;-0.367809;8.38;0.04
23.008;0.8141;-0.177534;20.36;0
18.2945;1.78033;-0.298924;28.82;0.12
11.6194;3.82335;-0.463126;34.38;0.27
17.8225;1.57789;-0.293162;35.05;-0.41
11.3647;4.41629;-0.542107;15.25;-0.43
7.8603;3.23006;-0.337215;23.23;-0.02
25.1089;0.285785;-0.127247;44.46;0.49
6.65656;2.6865;-0.27734;8.42;-0.47
14.7988;2.97628;-0.41269;31.13;0.13
13.8297;3.29149;-0.445088;8.36;-0.08
16.4549;2.32321;-0.351616;19.41;-0.03
3.79117;1.28686;-0.107648;29.49;-0.24
19.9605;1.40023;-0.250465;38.55;-0.05
24.0283;0.586864;-0.156025;27.14;0.03
10.8963;3.9018;-0.467047;40.25;-0.16
25.5594;0.271236;-0.119409;41.84;-0.22
5.54881;2.0868;-0.199847;6.05;-0.41
12.3184;3.85722;-0.488628;22.36;-0.29
9.38169;4.17368;-0.459296;33.37;-0.22
18.6289;1.69001;-0.291544;19.29;-0.19
15.3157;2.47105;-0.37827;14.45;-0.37
18.9402;1.3142;-0.26981;34.28;-0.49
22.2543;0.800184;-0.188218;32.27;0.39
8.30069;3.7176;-0.397189;28.6;-0.33
15.4423;2.67356;-0.383651;31.23;0.3
24.3942;0.267924;-0.140402;24.47;-0.49
10.0033;3.99091;-0.451023;27.58;0.1
17.9711;1.77618;-0.301623;36.03;0.02
8.40009;3.41229;-0.373641;42.28;0.13
9.01534;3.82746;-0.413096;21.27;0.48
6.42386;2.4359;-0.246309;39.11;-0.04
21.5084;0.983451;-0.211242;14.75;0.33
8.94359;3.8027;-0.407456;16.48;0.39
3.31614;1.10673;-0.0873643;33.47;-0.11
13.2763;3.50311;-0.467196;9.66;0.4
7.17724;3.00422;-0.313799;25.42;-0.4
14.7402;2.62916;-0.381368;36.16;0.47
15.8274;2.35273;-0.363844;15.08;-0.31
15.7334;2.4337;-0.367415;29.93;0.33
20.6479;1.14427;-0.230376;33.71;0.2
23.3198;0.564994;-0.162278;44.24;-0.13
16.0104;2.18368;-0.353556;11.07;-0.41
23.1633;0.525349;-0.161708;28.47;0.41
14.9264;2.59277;-0.391668;24.18;-0.36
9.36163;4.60289;-0.498833;10.89;-0.43
11.2232;4.27698;-0.522399;17.53;-0.43
19.3415;1.47718;-0.267869;38.1;-0.12
16.8373;2.22316;-0.343368;8.84;0.02
13.134;3.13863;-0.414827;33.79;0.28
14.2071;3.07848;-0.429674;11.41;0.4
9.59287;4.39077;-0.488893;33.76;-0.34
12.6317;3.56283;-0.45087;30.56;0.25
3.60496;1.27174;-0.104892;18.69;-0.44
4.2518;1.48662;-0.12985;19.71;-0.35
19.0936;1.59062;-0.274514;38.53;0.05
21.4977;1.022;-0.214036;42.84;-0.32
19.6022;1.44597;-0.262625;5.96;-0.25
3.90609;1.29996;-0.110749;38.02;0.24
4.88355;1.65592;-0.147192;18.73;0.02
6.3943;2.32922;-0.229055;5.63;0.01
18.7921;1.47922;-0.276139;9.07;-0.39
16.9982;2.13465;-0.337353;6.66;0.25
11.3655;4.32014;-0.508407;22.43;0.05
17.3034;2.0641;-0.329411;20.86;0.18
8.28652;3.32539;-0.354436;28.34;0.22
16.1008;2.34269;-0.361081;12.21;0.35
25.5713;0.232556;-0.111525;34.63;-0.31
5.13571;1.88524;-0.178396;43.33;-0.16
11.5301;3.28425;-0.410167;39.7;0.29
14.9045;2.79523;-0.398303;18.35;-0.26
4.55056;1.57066;-0.138712;16.45;-0.23
11.389;4.25866;-0.504326;22.42;-0.11
10.1696;4.40128;-0.507701;34.52;-0.41
14.1025;3.27119;-0.440874;14;0.2
8.12911;3.23642;-0.341297;13.34;0.41
12.8966;3.81643;-0.490447;8.37;0.27
22.3892;0.817948;-0.192503;37.2;-0.08
7.0441;2.67138;-0.273244;26.91;0.37
23.921;0.569055;-0.157423;36.49;-0.01
13.0492;3.21796;-0.430892;39.75;-0.39
15.6955;2.31375;-0.358083;39.36;-0.39
23.1301;0.82018;-0.179032;19.33;0.06
7.01828;2.62716;-0.268045;22.55;0.21
17.1345;2.06089;-0.330265;14.75;-0.23
15.8914;2.12558;-0.350574;41.56;-0.47
18.1629;1.85131;-0.303961;34.08;0.13
10.8253;5.0364;-0.563466;7.25;0.49
9.93105;4.55091;-0.48747;6.14;0.19
13.1704;3.34932;-0.44211;29.43;0.5
8.20331;3.36397;-0.35846;42.74;0.16
23.0888;0.759359;-0.180645;23.62;-0.17
23.8699;0.429706;-0.145872;33.58;0.27
12.4519;4.05001;-0.501054;15.43;0.14
5.00985;1.8533;-0.172079;11.18;-0.46
12.6323;3.55758;-0.475733;12.33;-0.41
25.3214;0.354818;-0.128065;34.33;-0.05
10.2731;4.40099;-0.492107;27.81;0.13
23.5228;0.656916;-0.163973;26.39;-0.02
24.748;0.33826;-0.135135;30.07;-0.31
9.32928;3.99999;-0.447169;28.11;-0.31
19.3686;1.40331;-0.263152;26.73;0.37
17.4952;1.72084;-0.310042;13.44;-0.46
8.45953;3.81543;-0.42069;34.3;-0.47
